Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Transferred (bytes),Word Count,Sentence Count,Average Words Per Sentence,Flesch Reading Ease Score,Readability,Text Ratio,Crawl Depth,Folder Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
https://accessibility.civicactions.com/assets/img/typo-lead-to-insensitive-warning.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,55512,55512,0,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0.157,"Thu, 28 Dec 2023 17:46:51 GMT",,,,1.1,https://accessibility.civicactions.com/assets/img/typo-lead-to-insensitive-warning.png,2024-01-03 17:46:41
https://accessibility.civicactions.com/assets/js/accordion.js,application/javascript; charset=utf-8,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,391,391,0,,,,,0,,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0.06,"Thu, 28 Dec 2023 17:46:51 GMT",,,,1.1,https://accessibility.civicactions.com/assets/js/accordion.js,2024-01-03 17:47:28
https://accessibility.civicactions.com/assets/personas/mugshots/accessibility-avery.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,54916,54916,0,,,,,0,4,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.144,"Thu, 28 Dec 2023 17:46:51 GMT",,,,1.1,https://accessibility.civicactions.com/assets/personas/mugshots/accessibility-avery.png,2024-01-03 17:47:12
https://accessibility.civicactions.com/assets/personas/mugshots/designer-darcy.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,64214,64214,0,,,,,0,4,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.17,"Thu, 28 Dec 2023 17:46:51 GMT",,,,1.1,https://accessibility.civicactions.com/assets/personas/mugshots/designer-darcy.png,2024-01-03 17:47:11
https://accessibility.civicactions.com/assets/personas/mugshots/engineer-emery.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,56522,56522,0,,,,,0,4,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.163,"Thu, 28 Dec 2023 17:46:51 GMT",,,,1.1,https://accessibility.civicactions.com/assets/personas/mugshots/engineer-emery.png,2024-01-03 17:47:11
https://accessibility.civicactions.com/assets/personas/mugshots/procurement-parker.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,63520,63520,0,,,,,0,4,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.166,"Thu, 28 Dec 2023 17:46:51 GMT",,,,1.1,https://accessibility.civicactions.com/assets/personas/mugshots/procurement-parker.png,2024-01-03 17:47:14
https://accessibility.civicactions.com/assets/personas/mugshots/qa-quincy.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,41809,41809,0,,,,,0,4,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.146,"Thu, 28 Dec 2023 17:46:51 GMT",,,,1.1,https://accessibility.civicactions.com/assets/personas/mugshots/qa-quincy.png,2024-01-03 17:47:12
https://accessibility.civicactions.com/assets/personas/mugshots/remote-raz.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,54268,54268,0,,,,,0,4,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.167,"Thu, 28 Dec 2023 17:46:51 GMT",,,,1.1,https://accessibility.civicactions.com/assets/personas/mugshots/remote-raz.png,2024-01-03 17:47:11
https://accessibility.civicactions.com/assets/personas/pdfs/avery.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,1029953,1029953,0,,,,,0,,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.103,"Thu, 28 Dec 2023 17:46:51 GMT",,,,1.1,https://accessibility.civicactions.com/assets/personas/pdfs/avery.pdf,2024-01-03 17:47:21
https://accessibility.civicactions.com/assets/personas/pdfs/darcy.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,599277,599277,0,,,,,0,,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.076,"Thu, 28 Dec 2023 17:46:51 GMT",,,,1.1,https://accessibility.civicactions.com/assets/personas/pdfs/darcy.pdf,2024-01-03 17:47:19
https://accessibility.civicactions.com/assets/personas/pdfs/parker.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,1151223,1151223,0,,,,,0,,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.095,"Thu, 28 Dec 2023 17:46:51 GMT",,,,1.1,https://accessibility.civicactions.com/assets/personas/pdfs/parker.pdf,2024-01-03 17:47:19
https://accessibility.civicactions.com/assets/personas/pdfs/quincy.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,828072,828072,0,,,,,0,,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.074,"Thu, 28 Dec 2023 17:46:51 GMT",,,,1.1,https://accessibility.civicactions.com/assets/personas/pdfs/quincy.pdf,2024-01-03 17:47:18
https://accessibility.civicactions.com/assets/personas/pdfs/raz.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,505940,505940,0,,,,,0,,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.059,"Thu, 28 Dec 2023 17:46:51 GMT",,,,1.1,https://accessibility.civicactions.com/assets/personas/pdfs/raz.pdf,2024-01-03 17:47:18
https://accessibility.civicactions.com/assets/uswds/img/close.svg,image/svg+xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,287,287,0,,,,,0,1,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.056,"Thu, 28 Dec 2023 17:46:51 GMT",,,,1.1,https://accessibility.civicactions.com/assets/uswds/img/close.svg,2024-01-03 17:40:54
https://accessibility.civicactions.com/assets/uswds/js/uswds.min.js,application/javascript; charset=utf-8,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,20786,20786,0,,,,,0,1,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0.147,"Thu, 28 Dec 2023 17:46:51 GMT",,,,1.1,https://accessibility.civicactions.com/assets/uswds/js/uswds.min.js,2024-01-03 17:41:08
https://accessibility.civicactions.com/calendar,text/html; charset=utf-8,200,OK,Indexable,,Calendar | CivicActions Accessibility,37,321,CivicActions Accessibility team meetings and other accessibility-related events.,80,486,,0,Calendar,8,,0,Calendars Anchor link,21,Meetings Anchor link,20,,,,,,,,,,16796,3647,101,24,4.208,0,Very Hard,7.082,1,0,,143,131,0,96.32,27,17,0,10,9,0,,,,,f80fa44861f7eb7a1e2aa1321cacc312,0.083,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/calendar,2024-01-03 17:41:13
https://accessibility.civicactions.com/colophon,text/html; charset=utf-8,200,OK,Indexable,,Colophon | CivicActions Accessibility,37,325,Giving thanks.,14,89,,0,Colophon,8,,0,CivicActions Accessibility,26,,0,,,,,,,,,,13092,2981,32,16,2,69.974,Normal,3.686,1,0,,133,131,0,96.32,20,17,0,11,11,0,,,,,6d752db8652ee9bb3fdb7058b64529d8,0.15,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/colophon,2024-01-03 17:41:12
https://accessibility.civicactions.com/conduct,text/html; charset=utf-8,200,OK,Indexable,,Code of conduct | CivicActions Accessibility,44,386,CivicActions Accessibility code of conduct.,43,262,,0,Code of conduct,15,,0,CivicActions Accessibility,26,,0,,,,,,,,,,18413,4979,767,106,7.236,30.291,Hard,30.69,1,0,,133,131,0,96.32,20,17,0,6,6,0,,,,,6338bbbba2441a875219d278a549cef7,0.055,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/conduct,2024-01-03 17:41:18
https://accessibility.civicactions.com/contact,text/html; charset=utf-8,200,OK,Non-Indexable,Redirected,Redirecting…,12,114,,0,0,,0,Redirecting…,12,,0,,0,,0,noindex,,0; url=https://accessibility.civicactions.com/about/contact,https://accessibility.civicactions.com/about/contact,,,,,,553,276,8,2,4,54.725,Fairly Hard,8.85,1,0,,133,131,0,96.32,1,1,0,0,0,0,,,,,fa1747230ca8f73bc50fd5e4e90b91d9,0.151,"Thu, 28 Dec 2023 17:47:08 GMT",https://accessibility.civicactions.com/about/contact,Meta Refresh Redirect,,1.1,https://accessibility.civicactions.com/contact,2024-01-03 17:41:07
https://accessibility.civicactions.com/docs/,text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,2967,2967,0,,,,,0,,1,,1,1,0,0.74,0,0,0,0,0,0,,,,,,0.155,,,,,1.1,https://accessibility.civicactions.com/docs/,2024-01-03 17:47:38
https://accessibility.civicactions.com/docs/documentation.html,text/html; charset=utf-8,200,OK,Indexable,,How to work on to the Accessibility site | CivicActions Accessibility,69,590,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",160,953,,0,How to work on to the Accessibility site,40,How to work on to the Accessibility site,40,How we work,11,Create an issue,15,,,,,,,,,,16408,4017,364,73,4.986,88.354,Easy,13.915,,1,,2,1,0,0.74,21,19,0,16,13,0,,,,,8f1bd16b5cea5b35e4e0c0a08876199b,0.053,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/docs/documentation.html,2024-01-03 17:47:26
https://accessibility.civicactions.com/feed.xml,application/xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,37764,10566,0,,,,,0,1,0,,131,131,0,96.32,0,0,0,0,0,0,,,,,70664fd4f2eee8ff72d4e3713c72a553,0.17,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/feed.xml,2024-01-03 17:41:09
https://accessibility.civicactions.com/guide,text/html,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,162,162,0,,,,,0,1,0,,7,6,0,4.41,0,0,0,0,0,0,,,,,,0.047,,https://accessibility.civicactions.com/guide/,HTTP Redirect,,1.1,https://accessibility.civicactions.com/guide,2024-01-03 17:40:52
https://accessibility.civicactions.com/guide/,text/html; charset=utf-8,200,OK,Indexable,,CivicActions Accessibility Guide | CivicActions Accessibility,61,524,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",160,953,,0,CivicActions Accessibility Guide,32,,0,Introduction,12,History,7,,,,,,,,,,23446,3543,50,21,2.381,50.446,Fairly Hard,2.493,1,1,,150,131,0,96.32,35,33,0,6,6,0,,,,,94a1e33c8a8e2cbec68343b3b76505c8,0.178,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/guide/,2024-01-03 17:40:52
https://accessibility.civicactions.com/guide/%5Bhttps://github.com/LeaVerou/contrast-ratio%5D(https://github.com/siege-media/contrast-ratio),text/html; charset=utf-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,2967,2967,0,,,,,0,2,7,,1,1,0,0.74,0,0,0,0,0,0,,,,,,0.157,,,,,1.1,https://accessibility.civicactions.com/guide/%5Bhttps://github.com/LeaVerou/contrast-ratio%5D(https://github.com/siege-media/contrast-ratio),2024-01-03 17:42:28
https://accessibility.civicactions.com/guide/champions-program,text/html; charset=utf-8,200,OK,Indexable,,Champions program | CivicActions Accessibility,46,423,Outlining the basics of CivicActions Champions Program,54,349,,0,Champions program,17,,0,Building an accessible culture through our Champions Program Anchor link,72,Champion levels Anchor link,27,,,,,,,,,,41163,9594,1863,288,6.469,54.683,Fairly Hard,32.299,1,1,,42,18,0,13.24,63,36,0,32,31,0,,,,,4575021ef72777f799170aa1262fda43,0.054,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/guide/champions-program,2024-01-03 17:41:16
https://accessibility.civicactions.com/guide/design,text/html; charset=utf-8,200,OK,Indexable,,Design systems | CivicActions Accessibility,43,382,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",160,953,,0,Design systems,14,,0,Government open design systems Anchor link,42,Other open design systems Anchor link,37,,,,,,,,,,25935,5321,411,60,6.85,60.323,Normal,11.766,1,1,,29,20,0,14.71,44,33,0,82,81,0,,,,,1af2e7074c2b8b41a2edd5b86a107f53,0.153,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/guide/design,2024-01-03 17:40:58
https://accessibility.civicactions.com/guide/documents,text/html; charset=utf-8,200,OK,Indexable,,Documents | CivicActions Accessibility,38,343,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",160,953,,0,Documents,9,,0,Government recommendations Anchor link,38,Other Anchor link,17,,,,,,,,,,18633,3967,104,36,2.889,0,Very Hard,7.383,1,1,,26,21,0,15.44,41,34,0,15,15,0,,,,,8da038b9ba2928647b2a564cdf4d215,0.154,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/guide/documents,2024-01-03 17:41:22
https://accessibility.civicactions.com/guide/events,text/html; charset=utf-8,200,OK,Indexable,,Events | CivicActions Accessibility,35,301,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",160,953,,0,Events,6,,0,CivicActions Accessibility,26,,0,,,,,,,,,,16331,3436,28,11,2.545,25.987,Very Hard,4.33,1,1,,28,26,0,19.12,37,33,0,10,10,0,,,,,307cf73ca9ff7efd4677d878353b6dba,0.143,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/guide/events,2024-01-03 17:41:16
https://accessibility.civicactions.com/guide/glossary,text/html; charset=utf-8,200,OK,Indexable,,Glossary | CivicActions Accessibility,37,318,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",160,953,,0,Glossary,8,,0,Accessibility Anchor link,25,Alternative text Anchor link,28,,,,,,,,,,47219,8969,1551,230,6.743,54.681,Fairly Hard,25.635,1,1,,77,26,0,19.12,86,33,0,8,8,0,,,,,d3d4d31f6e0b5fa7fdae938d9c5ef49f,0.052,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/guide/glossary,2024-01-03 17:41:03
https://accessibility.civicactions.com/guide/history,text/html; charset=utf-8,200,OK,Indexable,,History | CivicActions Accessibility,36,304,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",160,953,,0,History,7,,0,Digital accessibility basics Anchor link,40,Section 508 Anchor link,23,,,,,,,,,,26916,7250,1278,174,7.345,59.174,Fairly Hard,32.526,1,1,,33,26,0,19.12,42,33,0,14,14,0,,,,,f6a3d1a4e35560f5a4c4a2203775a9b4,0.06,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/guide/history,2024-01-03 17:41:19
https://accessibility.civicactions.com/guide/identity-language,text/html; charset=utf-8,200,OK,Indexable,,Identity and language | CivicActions Accessibility,50,432,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",160,953,,0,Identity and language,21,,0,CivicActions Accessibility,26,,0,,,,,,,,,,17450,3916,144,22,6.545,49.791,Hard,8.264,1,1,,28,26,0,19.12,37,33,0,13,13,0,,,,,544e2e03b38f4d941b4bce378ddc803,0.053,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/guide/identity-language,2024-01-03 17:41:12
https://accessibility.civicactions.com/guide/introduction,text/html; charset=utf-8,200,OK,Indexable,,Introduction | CivicActions Accessibility,41,348,Getting started.,16,98,,0,Introduction,12,,0,About Anchor link,17,Audience Anchor link,20,,,,,,,,,,17991,3613,74,20,3.7,23.59,Very Hard,6.145,1,1,,24,18,0,13.24,42,33,0,7,7,0,,,,,fc515d8183a70d3b3a7588db067f6352,0.047,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/guide/introduction,2024-01-03 17:41:08
https://accessibility.civicactions.com/guide/onboarding-staff,text/html; charset=utf-8,200,OK,Indexable,,Onboarding staff | CivicActions Accessibility,45,391,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",160,953,,0,Onboarding staff,16,,0,Effective Onboarding for an Accessibility Positive Workplace Anchor link,72,Pre-workshop Tasks Anchor link,30,,,,,,,,,,39125,9016,1375,221,6.222,58.884,Fairly Hard,24.182,1,1,,38,19,0,13.97,56,34,0,56,56,0,,,,,d2fb8635bd2e082569519cb158384b38,0.058,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/guide/onboarding-staff,2024-01-03 17:41:03
https://accessibility.civicactions.com/guide/organizations,text/html; charset=utf-8,200,OK,Indexable,,Organizations | CivicActions Accessibility,42,365,Accessibility organizations.,28,169,,0,Organizations,13,,0,CivicActions Accessibility,26,,0,,,,,,,,,,16486,3442,45,16,2.812,15.98,Very Hard,5.103,1,1,,28,26,0,19.12,37,33,0,15,15,0,,,,,2eb53c46b9a91f665993b914c14efaf9,0.058,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/guide/organizations,2024-01-03 17:41:06
https://accessibility.civicactions.com/guide/plain-language,text/html; charset=utf-8,200,OK,Indexable,,Plain language | CivicActions Accessibility,43,373,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",160,953,,0,Plain language,14,,0,Overview Anchor link,20,Who this is for Anchor link,27,,,,,,,,,,32370,6903,883,169,5.225,70.368,Fairly Easy,19.491,1,1,,51,28,0,20.59,56,33,0,39,36,0,,,,,31d73768d2d605d6f47ae331f948a7be,0.076,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/guide/plain-language,2024-01-03 17:41:05
https://accessibility.civicactions.com/guide/resources,text/html; charset=utf-8,200,OK,Indexable,,Resources | CivicActions Accessibility,38,334,Accessibility resources.,24,144,,0,Resources,9,,0,Books Anchor link,17,Newsletters Anchor link,23,,,,,,,,,,28591,6343,620,106,5.849,45.207,Hard,16.452,1,1,,32,20,0,14.71,46,33,0,76,76,0,,,,,c86bb409cee34fd17ffa49659128412b,0.064,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/guide/resources,2024-01-03 17:41:12
https://accessibility.civicactions.com/guide/semantic-html,text/html; charset=utf-8,200,OK,Indexable,,Semantic HTML | CivicActions Accessibility,42,385,Basic information on semantic HTML and accessibility.,53,339,,0,Semantic HTML,13,,0,Using reader mode in browsers Anchor link,41,CivicActions Accessibility,26,,,,,,,,,,18230,4148,228,47,4.851,87.627,Easy,9.845,1,1,,22,19,0,13.97,38,33,0,8,8,0,,,,,a9a239b0f4ef9a61c37a4441834d4801,0.056,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/guide/semantic-html,2024-01-03 17:41:05
https://accessibility.civicactions.com/guide/social-media,text/html; charset=utf-8,200,OK,Indexable,,Social media | CivicActions Accessibility,41,356,Basic information on social media and accessibility.,52,318,,0,Social media,12,,0,Tips Anchor link,16,Hashtags Anchor link,20,,,,,,,,,,22636,4460,244,53,4.604,48.565,Hard,9.623,1,1,,33,20,0,14.71,49,33,0,15,15,0,,,,,64aef8cea30e9a7b62b8e9f89f03637a,0.064,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/guide/social-media,2024-01-03 17:41:03
https://accessibility.civicactions.com/guide/tools,text/html; charset=utf-8,200,OK,Indexable,,Tools | CivicActions Accessibility,34,290,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",160,953,,0,Tools,5,,0,Authoring Anchor link,21,Assistive technology Anchor link,32,,,,,,,,,,48112,11229,1906,279,6.832,50.675,Fairly Hard,27.921,1,1,,45,21,0,15.44,61,34,0,161,154,0,,,,,9b02291ce88beb95d918a7bd36d4d3d4,0.053,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/guide/tools,2024-01-03 17:40:59
https://accessibility.civicactions.com/guide/training,text/html; charset=utf-8,200,OK,Indexable,,Training/certifications | CivicActions Accessibility,52,439,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",160,953,,0,Training/certifications,23,,0,Training Anchor link,20,Certifications Anchor link,26,,,,,,,,,,17217,3604,43,14,3.071,0,Very Hard,5.235,1,1,,30,26,0,19.12,39,33,0,9,9,0,,,,,1de903d85fcb41328bac46dac0b6796d,0.051,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/guide/training,2024-01-03 17:41:09
https://accessibility.civicactions.com/heart,text/html; charset=utf-8,200,OK,Indexable,,Holistic Enterprise Accessibility Review Technique (HEART) | CivicActions Accessibility,87,768,Ensuring Government Digital Services Accessibility,50,310,,0,Holistic Enterprise Accessibility Review Technique (HEART),58,,0,About,5,Challenge,9,,,,,,,,,,17252,4467,412,90,4.578,20.668,Very Hard,19.084,3,0,,6,4,0,2.94,20,18,0,8,8,0,,,,,b505ad1247bb7b6802066933b4c8bfa3,0.061,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/heart,2024-01-03 17:45:50
https://accessibility.civicactions.com/help,text/html; charset=utf-8,200,OK,Indexable,,Help | CivicActions Accessibility,33,282,How to get accessibility support from CivicActions Accessibility.,65,393,,0,Help,4,,0,CivicActions Accessibility,26,,0,,,,,,,,,,13317,3013,52,16,3.25,32.709,Hard,4.939,3,0,,3,2,0,1.47,23,20,0,7,7,0,,,,,b800eaf9e7a09dc99ab89557762883f7,0.072,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/help,2024-01-03 17:45:50
https://accessibility.civicactions.com/join,text/html; charset=utf-8,200,OK,Non-Indexable,Redirected,Redirecting…,12,114,,0,0,,0,Redirecting…,12,,0,,0,,0,noindex,,0; url=https://accessibility.civicactions.com/about/join,https://accessibility.civicactions.com/about/join,,,,,,541,275,8,2,4,54.725,Fairly Hard,9.042,1,0,,4,2,0,1.47,1,1,0,0,0,0,,,,,567361f1a4df83c23f1ec0bc47c2206,0.054,"Thu, 28 Dec 2023 17:47:08 GMT",https://accessibility.civicactions.com/about/join,Meta Refresh Redirect,,1.1,https://accessibility.civicactions.com/join,2024-01-03 17:41:08
https://accessibility.civicactions.com/license,text/html; charset=utf-8,200,OK,Indexable,,License | CivicActions Accessibility,36,310,License for CivicActions Accessibility.,39,230,,0,License,7,,0,CivicActions Accessibility,26,,0,,,,,,,,,,12935,2920,23,9,2.556,0,Very Hard,3.777,1,0,,133,131,0,96.32,20,17,0,7,7,0,,,,,7812f2fa462420e7b097f93f48be8c36,0.051,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/license,2024-01-03 17:40:57
https://accessibility.civicactions.com/news,text/html,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,162,162,0,,,,,0,1,0,,3,3,0,2.21,0,0,0,0,0,0,,,,,,0.057,,https://accessibility.civicactions.com/news/,HTTP Redirect,,1.1,https://accessibility.civicactions.com/news,2024-01-03 17:41:03
https://accessibility.civicactions.com/news/,text/html; charset=utf-8,200,OK,Indexable,,News | CivicActions Accessibility,33,291,Latest CivicActions Accessibility news.,39,238,,0,News,4,,0,Five reasons to get excited about governmentwide Section 508 assessment criteria,80,"Treat accessibility issues as bugs, not feature requests",56,,,,,,,,,,21023,5291,728,136,5.353,44.171,Hard,25.056,1,1,,134,132,0,97.06,55,52,0,6,6,0,,,,,b00a3965726bf5ffb08461c0ae19ebf7,0.171,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/news/,2024-01-03 17:41:02
https://accessibility.civicactions.com/okrs,text/html; charset=utf-8,200,OK,Indexable,,OKRs | CivicActions Accessibility,33,290,CivicActions Accessibility OKRs.,32,197,,0,OKRs,4,,0,Objectives,10,Key results,11,,,,,,,,,,13073,3010,28,11,2.545,38.073,Hard,3.73,,0,,2,1,0,0.74,20,18,0,7,7,0,,,,,ad4ba733967de14cb5220ba03012d1dd,0.051,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/okrs,2024-01-03 17:47:26
https://accessibility.civicactions.com/Onboarding.html,text/html; charset=utf-8,200,OK,Indexable,,This page has moved to our live site - Please Update your links! | CivicActions Accessibility,93,802,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",160,953,,0,This page has moved to our live site - Please Update your links!,64,This page has moved to our live site - Please Update your links!,64,CivicActions Accessibility,26,,0,,,,,,,,,,13256,2981,33,6,5.5,96.143,Very Easy,4.011,,0,,2,1,0,0.74,21,19,0,6,6,0,,,,,4173b34b28ec209c4bd8035feac855cb,0.061,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/Onboarding.html,2024-01-03 17:47:22
https://accessibility.civicactions.com/open,text/html; charset=utf-8,200,OK,Indexable,,Open | CivicActions Accessibility,33,288,We value a culture of openness.,31,195,,0,Open,4,,0,We work in the open,19,Our work,8,,,,,,,,,,13735,3248,91,21,4.333,64.845,Normal,6.043,1,0,,4,3,0,2.21,21,18,0,10,10,0,,,,,11cc9e75709d0dfd561ca0c16b1e7f56,0.058,"Thu, 28 Dec 2023 17:47:08 GMT",,,,1.1,https://accessibility.civicactions.com/open,2024-01-03 17:41:02
https://accessibility.civicactions.com/people,text/html; charset=utf-8,200,OK,Non-Indexable,Redirected,Redirecting…,12,114,,0,0,,0,Redirecting…,12,,0,,0,,0,noindex,,0; url=https://accessibility.civicactions.com/about/people/,https://accessibility.civicactions.com/about/people/,,,,,,553,277,8,2,4,54.725,Fairly Hard,8.85,1,0,,1,1,0,0.74,1,1,0,0,0,0,,,,,fc7d41e833311a60abaeff24b8bb4bd3,0.067,"Thu, 28 Dec 2023 17:47:08 GMT",https://accessibility.civicactions.com/about/people/,Meta Refresh Redirect,,1.1,https://accessibility.civicactions.com/people,2024-01-03 17:41:14
